person_id,name,birth_year
nm0341295,Mark Griffin,0
nm0341311,Merv Griffin,1925
nm0341353,Russell Griffin,1916
nm0341354,S.A. Griffin,1954
nm0341389,Tony Griffin,1959
nm0341421,Rhoda Griffis,0
nm0341431,Andy Griffith,1926
nm0341464,Corinne Griffith,1894
nm0341503,Gordon Griffith,1907
nm0341518,Hugh Griffith,1912
nm0341526,James Griffith,1916
nm0341534,Jeff Griffith,0
nm0341558,Kenneth Griffith,1921
nm0341565,Lucy Griffiths,1919
nm0341618,Virginia Griffith,0
nm0341696,Jillian Griffiths,0
nm0341746,Robert Griffiths,0
nm0341840,Robin Griggs,0
nm0341891,Yuriy Grigorev,1955
nm0341895,Giorgos Grigoriou,1908
nm0341901,Grigore Grigoriu,1941
nm0341907,Ivan Grigorov,1944
nm0341972,Celeste Grijo,0
nm0341983,Alexander Grill,1938
nm0342029,Frank Grillo,0
nm0342106,Dan Grimaldi,1946
nm0342111,Eva Grimaldi,1961
nm0342115,Gabriele Grimaldi,0
nm0342143,Antonio Grimau,1944
nm0342147,Martine Grimaud,0
nm0342151,Nicole Grimaudo,1980
nm0342321,Bill Grimmett,0
nm0342399,Greg Grunberg,1966
nm0342453,Judy Gringer,1941
nm0342458,Nikolay Grinko,1920
nm0342491,Heather Grinter,0
nm0342510,Harry Gripp,1889
nm0342524,Eva Grippon,0
nm0342541,Antonio Grisanti,1859
nm0342563,Louis R. Grisel,1849
nm0342574,Nonna Grishaeva,1971
nm0342594,Valentina Grishokina,1944
nm0342623,Christoph Grissemann,1966
nm0342656,Grace Griswold,1866
nm0342708,Steven Grives,1951
nm0342869,Dora van der Groen,1927
nm0342898,Tom Groenwald,0
nm0342959,Elissa Groh,0
nm0343024,Roman Gromadskiy,1940
nm0343041,Aleksandr Gromov,1889
nm0343082,Marc-André Grondin,1984
nm0343086,Iván Grondona,0
nm0343472,Paul Gross,1959
nm0343511,Walter Gross,1904
nm0343560,Renate Grosser,1927
nm0343594,Murilo Grossi,1964
nm0343746,Vadims Grossmans,0
nm0343766,Guy Grosso,1933
nm0343770,João Grosso,1958
nm0343782,Marie Grossová,1902
nm0343783,Helena Grossówna,1904
nm0343857,Sylvester Groth,1958
nm0343861,Manfred Grote,1928
nm0343874,Brigitte Grothum,1935
nm0343879,Wiktor Grotowicz,1919
nm0344005,Barbara Grover,0
nm0344010,Deborah Grover,0
nm0344053,Charles Groves,1875
nm0344059,Fred Groves,1880
nm0344138,Franz Groß,1879
nm0344149,Pamela Großer,1977
nm0344152,Kurt Großkurth,1909
nm0344188,Robert Grubb,1950
nm0344311,Zdena Gruberová,1933
nm0344346,Aysen Gruda,1944
nm0344348,Yilmaz Gruda,1930
nm0344432,Lothar Grützner,1926
nm0344461,Jeanne Grumbach,1871
nm0344578,Rueben Grundy,0
nm0344582,Per Grundén,1922
nm0344607,Wolfgang Gruner,1926
nm0344655,Morten Grunwald,1934
nm0344685,Stanislaw Gruszczynski,1891
nm0344720,Josef Gruss,1908
nm0344731,Miroslaw Gruszczynski,1943
nm0344763,Trifon Gruzin,1912
nm0344802,Dorka Gryllus,1972
nm0344808,Wirgiliusz Gryn,1928
nm0344825,Odd Grythe,1918
nm0344880,Beate Gränitz,0
nm0344881,Marian Gräns,1935
nm0344892,Ditte Gråbøl,1959
nm0344894,Sofie Gråbøl,1968
nm0344898,Juliette Gréco,1927
nm0344922,Annie Grégorio,1957
nm0344923,Gérard Grégory,0
nm0344930,Jacques Grétillat,1885
nm0344932,Laurent Grévill,1961
nm0344950,Jenny Gröllmann,1947
nm0344958,Åke Grönberg,1914
nm0344981,Georg Grönroos,1885
nm0345044,Ilona Grübel,1950
nm0345064,Max Grünberg,1876
nm0345094,Ilka Grüning,1876
nm0345152,Carrie Ku Mei,1929
nm0345153,Menghe Gu,0
nm0345157,Wen-Chung Ku,1909
nm0345223,Carlo Gualandri,1895
nm0345229,Roberta Gualda,1981
nm0345263,Guanglan Shen,0
nm0345295,Christopher Guard,1953
nm0345300,Kit Guard,1894
nm0345324,Maribel Guardia,1959
nm0345424,Armando Guarnieri,1904
nm0345427,Gianfrancesco Guarnieri,1934
nm0345453,Sara Guasch,1909
nm0345513,Irina Gubanova,1940
nm0345537,Varvara Maslyuchenko,1902
nm0345568,Olly Gubo,0
nm0345570,Stefan Gubser,1957
nm0345587,Eva Van der Gucht,1977
nm0345597,Lia Gudadze,0
nm0345651,Michel Gudin,1916
nm0345695,Sverrir Gudnason,1978
nm0345708,Jörg Gudzuhn,1945
nm0345754,Brigitte Guedj,0
nm0345780,Roberto,0
nm0345798,Amr Abdulgalil,1963
nm0345848,Marie-Christine Guennec,0
nm0345863,Eugen Guenther,1878
nm0345881,Anke Guenzel,0
nm0345999,Blanca Guerra,1953
nm0346002,Castor Guerra,0
nm0346080,Rogelio Guerra,1936
nm0346089,Saverio Guerra,0
nm0346141,Consuelo Guerrero de Luna,1905
nm0346152,Aaron Guerrero,0
nm0346168,Franco Guerrero,1947
nm0346185,Emilio Guerrero,1956
nm0346244,Rafael Guerrero,1938
nm0346295,Lorenza Guerrieri,1944
nm0346299,Vittorio Guerrieri,1958
nm0346315,Orso Maria Guerrini,1942
nm0346320,Monica Guerritore,1958
nm0346363,Samir Guesmi,1967
nm0346415,Nicholas Guest,0
nm0346463,Ana Karina Guevara,0
nm0346480,Luis Guevara,1926
nm0346485,Nacha Guevara,1940
nm0346489,Rubén Darío Guevara,1918
nm0346529,Zelmar Gueñol,1920
nm0346578,Francesco Saverio Guglielmi,0
nm0346581,Marco Guglielmi,1928
nm0346595,Noel Gugliemi,1970
nm0346614,Ruma Guha Thakurta,1934
nm0346616,Anita Guha,1939
nm0346631,William Guhl,0
nm0346646,Emilio Rodríguez,1918
nm0346654,Donat Guibert,0
nm0346708,Gloria Guida,1955
nm0346717,Wandisa Guida,1935
nm0346735,Forest Freedom Guider,0
nm0346768,Hernán Guido,0
nm0346850,Diana Quijano,1962
nm0346890,Luce Guilbeault,1935
nm0346962,Miguel Guilherme,1958
nm0346963,Paulo Guilherme,0
nm0347037,Pierre Guillaume,0
nm0347039,Robert Guillaume,1927
nm0347069,Sophie Guillemin,1977
nm0347075,Laurice Guillen,1947
nm0347122,Alain Guillo,0
nm0347136,Stéphane Guillon,1963
nm0347201,Cayetana Guillén Cuervo,1969
nm0347202,Fernando Guillén Cuervo,1963
nm0347218,Fernando Guillén,1931
nm0347236,Tito Guillen,0
nm0347242,Ofelia Guilmáin,1921
nm0347276,Duarte Guimarães,1978
nm0347289,Helvécio Guimarães,0
nm0347291,Ingrid Guimarães,1972
nm0347313,Sónia Aragão,0
nm0347354,Roberto Guinar,0
nm0347373,Christopher Guinee,1932
nm0347375,Tim Guinee,1962
nm0347390,Guilhermina Guinle,1974
nm0347453,Julien Guiomar,1928
nm0347520,Max Gülstorff,1882
nm0347531,Tom Guise,1857
nm0347532,Wyndham Guise,1859
nm0347541,Henri Guisol,1904
nm0347566,Enrique Guitart,1909
nm0347584,Manuel Guitián,1900
nm0347589,Sacha Guitry,1885
nm0347605,Madeleine Guitty,1870
nm0347607,Jean-François Guité,0
nm0347634,Emilia Guiú,1922
nm0347635,Mitsugu Fujii,1910
nm0347645,Pembe Mutlu,1955
nm0347646,S. Gul,0
nm0347650,Serpil Gül,1941
nm0347653,Gulab,1908
nm0347656,Clu Gulager,1928
nm0347708,Peer Guldbrandsen,1912
nm0347729,Yalçin Gülhan,1944
nm0347771,Campbell Gullan,1881
nm0347791,Anne Gullestad,1925
nm0347797,Sean Gullette,1968
nm0347812,Jim Gulliford,0
nm0347851,Gulnar,0
nm0347856,Eisi Gulp,1955
nm0347901,Rakhee Gulzar,1947
nm0347940,Maila Gumila,1965
nm0347953,Gummadi,1926
nm0348004,Milind Gunaji,1961
nm0348014,Nadika Gunasekera,0
nm0348018,Sanath Gunathilake,0
nm0348029,Izzet Günay,1934
nm0348039,Natalya Gundareva,1948
nm0348122,Selma Güneri,1949
nm0348162,Charles Gunn,1883
nm0348213,Montana Gunn,1967
nm0348267,Fredrik Gunnarsson,1965
nm0348276,Þröstur Leó Gunnarsson,1961
nm0348338,Orhan Günsiray,1928
nm0348346,Tor Erik Gunstrøm,0
nm0348347,Mehmet Günsür,1975
nm0348409,Bob Gunton,1945
nm0348465,Anubha Gupta,0
nm0348467,Bipin Gupta,0
nm0348475,Kajal Gupta,1936
nm0348481,Neena Gupta,1959
nm0348490,Rajendra Gupta,1947
nm0348491,Rajiv Gupta,1967
nm0348507,Sumati Gupte,1919
nm0348558,Lyudmila Gurchenko,1935
nm0348571,Aysel Gürel,1929
nm0348741,Javier Gurruchaga,1958
nm0348766,Tanju Gürsu,1938
nm0348810,Miguel Gurza,1941
nm0348823,Sergei Gusak,1971
nm0348827,Nikolai Gusarov,1940
nm0348844,Louis Gusemano,0
nm0348855,Vladimir Gusev,1933
nm0348857,Yuri Gusev,1936
nm0348888,Aleksei Guskov,1958
nm0348910,Mário Gusmão,1928
nm0348911,Amina Gusner,1965
nm0348978,Gösta Gustafson,1886
nm0349199,Raymond Guth,1924
nm0349234,Hertha Guthmar,0
nm0349247,Caroline Guthrie,0
nm0349283,Kelly Guthrie,0
nm0349330,Alfredo Gutiérrez,1935
nm0349333,Anna Marie Gutierrez,0
nm0349343,Chin Chin Gutierrez,0
nm0349347,Eddie Gutierrez,1942
nm0349375,José María Gutiérrez,1921
nm0349390,Mia Gutierrez,0
nm0349395,Porfirio Gutierrez,1972
nm0349412,Tonton Gutierrez,0
nm0349427,Emilio Gutiérrez Caba,1942
nm0349428,Irene Gutiérrez Caba,1929
nm0349429,Julia Gutiérrez Caba,1934
nm0349467,Anabelle Gutiérrez,1931
nm0349473,Audry Gutiérrez Alea,0
nm0349610,Yuldor Gutiérrez,0
nm0349629,David Gutman,1884
nm0349643,Robert Gutman,1942
nm0349646,Sandy Gutman,1954
nm0349664,Milan 'Lane' Gutovic,1946
nm0349708,Melanie Gutteridge,1972
nm0349744,Eliana Guttman,1955
nm0349869,Henri Guybet,1936
nm0349881,Murphy Guyer,1952
nm0349975,Larisa Guzeeva,1959
nm0350040,Claudia Guzmán,0
nm0350046,Delfina Guzmán,1928
nm0350051,Enrique Guzmán,1943
nm0350059,Gloria Guzmán,1902
nm0350065,Jesús Guzmán,1926
nm0350079,Luis Guzmán,1956
nm0350080,Luis Roberto Guzmán,1973
nm0350081,Magda Guzmán,1928
nm0350098,Patricia Guzmán,1944
nm0350104,Roberto 'Flaco' Guzmán,1936
nm0350111,Teddy Guzmán,1948
nm0350121,Igor Guzun,1960
nm0350125,Caterina Guzzanti,1976
nm0350126,Corrado Guzzanti,1965
nm0350127,Sabina Guzzanti,1963
nm0350129,Lucia Guzzardi,1927
nm0350141,Paul Guzzi,0
nm0350146,Dominic Guzzo,0
nm0350147,Francesco Guzzo,0
nm0350196,Georges Géret,1924
nm0350244,Raymond Guérin-Catelain,1903
nm0350268,Tito Guízar,1908
nm0350276,Niko Gvaradze,1883
nm0350301,Viktor Gvozditsky,1952
nm0350304,Jack Gwaltney,1960
nm0350324,Edmund Gwenn,1877
nm0350334,Mike Gwilym,1949
nm0350350,Michael Gwisdek,1942
nm0350372,Michael Gwynn,1916
nm0350380,Michael C. Gwynne,1942
nm0350412,István Gyarmati,1929
nm0350428,Magda Gyenes,1925
nm0350453,Jake Gyllenhaal,1980
nm0350454,Maggie Gyllenhaal,1977
nm0350459,Marianne Gyllenhammar,1924
nm0350486,Greta Gynt,1916
nm0350587,Anna Györgyi,1967
nm0350600,Olga Gzovskaya,1883
nm0350603,Miklós Gábor,1919
nm0350608,Adela Gáborová,1940
nm0350619,László Gálffi,1952
nm0350627,Emilio Gálvez,1922
nm0350628,Fernando Gálvez,1876
nm0350632,José Gálvez,1931
nm0350660,Lajos Gárday,1884
nm0350673,Sándor Gáspár,1956
nm0350733,Frédéric Gélard,0
nm0350746,Isabelle Gélinas,1963
nm0350763,Marcelle Géniat,1881
nm0350825,Eva Gérová,1920
nm0350826,Raymond Gérôme,1920
nm0350828,Réka Gévai,0
nm0350837,Corneliu Gîrbea,1928
nm0350861,Miguel Gómez Bao,1894
nm0350868,Manolo Gómez Bur,1917
nm0350883,Santiago Gómez Cou,1903
nm0350884,Ernesto Gómez Cruz,1933
nm0350912,Pilar Gómez Ferrer,1910
nm0350998,Alberto Gómez,1904
nm0351101,Héctor Gómez,1930
nm0351189,Margarita Gómez,0
nm0351233,Pilar Gómez,1894
nm0351235,Pilar Gómez,1974
nm0351256,Sabrina Gómez,0
nm0351270,Tanya Gomez,0
nm0351272,Tito Gómez,1920
nm0351273,Toco Gómez,1942
nm0351319,Jerzy Góralczyk,1946
nm0351333,Gyula Gózon,1885
nm0351343,Heini Göbel,1910
nm0351352,Coskun Gögen,1945
nm0351362,Niyazi Gökdere,1938
nm0351366,Serdar Gökhan,1943
nm0351367,Ekrem Gökkaya,1934
nm0351379,János Gönczöl,1922
nm0351405,János Görbe,1912
nm0351422,Melek Görgün,1949
nm0351424,Helga Göring,1922
nm0351453,Staffan Göthe,1944
nm0351497,Talat Gözbak,1918
nm0351525,Hüseyin Güler,1928
nm0351529,Nezihe Güler,1915
nm0351545,Seyhan Gümüs,0
nm0351547,Rüya Gümüsata,1952
nm0351550,Erol Günaydin,1933
nm0351552,Altan Günbay,1931
nm0351556,Günay Güner,1944
nm0351559,Yasar Güner,1943
nm0351565,Salih Güney,1943
nm0351566,Yilmaz Güney,1937
nm0351567,Sükran Güngör,1926
nm0351590,Frank Günther,0
nm0351602,Karl Günther,1885
nm0351636,Funda Gürkan,1953
nm0351641,Muharrem Gürses,1913
nm0351642,Gülsen Gürsoy,0
nm0351654,Alev Gürzap,1936
nm0351655,Can Gürzap,1944
nm0351657,Nejat Gürçen,1936
nm0351663,Gert Gütschow,1928
nm0351670,Aysun Güven,1954
nm0351673,Sezer Güvenirgil,1949
nm0351674,Nedret Güvenç,1930
nm0351678,Gülistan Güzey,1927
nm0351680,Yasar Güçlü,1946
nm0351702,Chun Chau Ha,1931
nm0351709,James Chim-Si Ha,0
nm0351717,Patricia Ha,1965
nm0351719,Ping Ha,1937
nm0351722,Xuan Ha,0
nm0351734,Käthe Haack,1897
nm0351751,Benny Haag,1961
nm0351767,Slavia Haag,0
nm0351776,Margarete Haagen,1889
nm0351816,Marijke Mann,1937
nm0351857,Lauri Haapanen,0
nm0351860,Sasu Haapanen,1905
nm0351869,Minna Haapkylä,1973
nm0351891,Tyyne Haarla,1892
nm0351904,Carl von Haartman,1897
nm0351947,Hugo Haas,1901
nm0352020,Waltraut Haas,1927
nm0352031,Charu Haasan,0
nm0352032,Kamal Haasan,1954
nm0352036,Alfred Haase,1887
nm0352040,Diva Haase,0
nm0352050,Hannjo Hasse,1921
nm0352120,Andrea Habay,1883
nm0352126,Cox Habbema,1944
nm0352157,Alessandro Haber,1947
nm0352195,Peter Haber,1952
nm0352230,Eva Habermann,1976
nm0352241,Greg Haberny,0
nm0352256,Habib,0
nm0352278,Matthias Habich,1940
nm0352368,Herman Hack,1899
nm0352383,George Hackathorne,1896
nm0352420,Joseph Hacker,1944
nm0352455,Gillian Hackett,0
nm0352463,Jeanette Hackett,1898
nm0352475,Karl Hackett,1893
nm0352515,Norman Hackforth,1908
nm0352517,Penne Hackforth-Jones,1949
nm0352563,Keith Hackney,1960
nm0352601,Michiko Hada,1968
nm0352605,Dani Hadad,0
nm0352646,Daniel Haddad,1987
nm0352673,Suhel Haddad,0
nm0352678,Fethi Haddaoui,1961
nm0352705,Ellie Haddington,1955
nm0352713,Gilda Haddock,0
nm0352727,Michael Haddad,0
nm0352759,Roy Haddrick,0
nm0352778,Bill Hader,1978
nm0352780,Josef Hader,1962
nm0352835,Brahim Hadjadj,1934
nm0352914,Reed Hadley,1911
nm0352993,Trude Haefelin,1914
nm0353009,Pavlos Haikalis,1949
nm0353103,Bahija Hafez,1912
nm0353110,John Whitney,1918
nm0353126,Jack Haffner,0
nm0353198,Kenji Haga,1962
nm0353201,Yuria Haga,1987
nm0353219,Daniel Hagen,0
nm0353223,Esther Hagan,0
nm0353243,Molly Hagan,1961
nm0353330,Johan Hagelbäck,1946
nm0353352,Tracy Hagemann,0
nm0353368,Carla Hagen,1927
nm0353401,Ira Hagen,1945
nm0353405,Jean Hagen,1923
nm0353434,Paul Hagen,1920
nm0353448,Ross Hagen,1938
nm0353452,Sheri Hagen,1968
nm0353485,Irene Hagensby,0
nm0353528,Helge Hagerman,1910
nm0353553,Henry Hagerup,0
nm0353624,Dan Haggerty,1941
nm0353628,Don Haggerty,1914
nm0353707,Naomi Hagio,0
nm0353714,Ken'ichi Hagiwara,1950
nm0353720,Nagare Hagiwara,1953
nm0353763,Carl Hagman,1890
nm0353766,Emy Hagman,1906
nm0353863,Ha Myeong-jung,1947
nm0353875,Bernt Hahn,1945
nm0353896,Eric Hahn,0
nm0353903,Gisela Hahn,1943
nm0353916,Jess Hahn,1921
nm0354028,Grit Haid,1900
nm0354029,Liane Haid,1895
nm0354031,Katsuhiko Haida,1911
nm0354062,Ion Haiduc,0
nm0354071,Douglas Haig,1920
nm0354078,Kenneth Haigh,1931
nm0354085,Sid Haig,1939
nm0354167,Sasha Hails,0
nm0354273,Patricia Haines,1932
nm0354282,Rhea Haines,1894
nm0354289,Robert T. Haines,1868
nm0354313,William Haines,1900
nm0354451,Szabolcs Hajdu,1972
nm0354454,Vladimír Hajdu,1963
nm0354482,Chip Hajel,0
nm0354497,Kostas Hatzihristos,1921
nm0354533,Darja Hajská,1911
nm0354535,Ivan Hajtl,1918
nm0354560,Yoshihiko Hakamada,1973
nm0354563,Fikret Hakan,1934
nm0354647,Rajan Haksar,0
nm0354653,Hakuryû,1952
nm0354669,Martin Halacy,1941
nm0354680,Halam,0
nm0354754,Trond Halbo,1977
nm0354783,Nils Hald,1897
nm0354795,Indrani Haldar,1971
nm0354796,Nabadwip Halder,1911
nm0354833,Niels Halding,0
nm0354878,Creighton Hale,1882
nm0354910,Geoffrey Hale,0
nm0354933,Jean Hale,1938
nm0354947,Jonathan Hale,1891
nm0354955,Katy Hale,0
nm0355010,Sonnie Hale,1902
nm0355088,Doug Haley,0
nm0355095,Jack Haley,1897
nm0355097,Jackie Earle Haley,1961
nm0355184,Ludwik Halicz,1947
nm0355186,Bryant Haliday,1928
nm0355227,Kristian Halken,1955
nm0355269,Al K. Hall,1889
nm0355278,Albert Hall,1937
nm0355283,Alex Hall,0
nm0355334,Ben Hall,1899
nm0355363,Brian Hall,1937
nm0355379,Bug Hall,1985
nm0355428,Cleve Hall,1959
nm0355568,Evelyn Walsh Hall,1873
nm0355621,Grayson Hall,1922
nm0355651,Howard Hall,1867
nm0355653,Huntz Hall,1920
nm0355659,Irma P. Hall,1935
nm0355671,James Hall,1900
nm0355755,Jon Hall,1915
nm0355910,Michael C. Hall,1971
nm0355920,Michelle von Flotow,1969
nm0356004,Porter Hall,1888
nm0356017,Rebecca Hall,1982
nm0356073,Ruth Hall,1910
nm0356101,Shashawnee Hall,1961
nm0356146,Terri Hall,1953
nm0356159,Thurston Hall,1882
nm0356181,Troy Hall,1974
nm0356219,William Hall,1903
nm0356228,Winter Hall,1872
nm0356233,Lillian Hall-Davis,1898
nm0356251,Charles Hallahan,1943
nm0356256,Robert Hallak,0
nm0356267,Henry Hallam,1867
nm0356320,Rune Hallberg,1930
nm0356341,Baldvin Halldórsson,1923
nm0356342,Gísli Halldórsson,1927
nm0356357,Alain Halle-Halle,0
nm0356420,Magda Haller,1915
nm0356432,Sofía Haller,1882
nm0356488,Neil Hallett,1924
nm0356516,Frida Hallgren,1974
nm0356527,Heino Hallhuber,1927
nm0356589,Hélène Hallier,0
nm0356708,Ray Hallor,1900
nm0356836,Tibor Halmay,1894
nm0356977,George Halpin,0
nm0356983,Luke Halpin,1947
nm0357077,Fred Halsted,1941
nm0357111,Charles Halton,1876
nm0357137,Rune Halvarsson,1911
nm0357166,Lisa Halvorsen,0
nm0357194,Judit Halász,1942
nm0357200,Péter Halász,1943
nm0357239,Larry Hama,1949
nm0357240,Mie Hama,1943
nm0357262,Manabu Hamada,1976
nm0357276,Yûko Hamada,0
nm0357277,Yuriko Hamada,0
nm0357278,Yûji Hamada,0
nm0357287,Tatsuya Hamaguchi,0
nm0357303,Faten Hamama,1931
nm0357307,Jun Hamamura,1906
nm0357327,Evelyn Hamann,1942
nm0357405,Donna Hamblin,0
nm0357487,Jamal Hamdan,1958
nm0357491,Imad Hamdi,1909
nm0357497,Wedad Hamdy,1924
nm0357511,Maissa Hamees,0
nm0357638,Gul Hamid,0
nm0357641,Aznah Hamid,0
nm0357644,Jalil Hamid,1957
nm0357657,Jayne Hamil,0
nm0357828,Dorothy Hamilton,1897
nm0357862,Gary Hamilton,1948
nm0357894,Hale Hamilton,1883
nm0357905,Ian Hamilton,0
nm0357910,John F. Hamilton,1893
nm0357963,John Hamilton,1887
nm0357967,Gianni Medici,1936
nm0357979,Josh Hamilton,1969
nm0357991,Kara Hamilton,1975
nm0358028,Mark Hamilton,1889
nm0358029,Mahlon Hamilton,1880
nm0358076,Neil Hamilton,1899
nm0358164,Shorty Hamilton,1879
nm0358232,Denavaka Hamine,1906
nm0358316,Jon Hamm,1971
nm0358329,Peter Hamm,1937
nm0358335,Scott Hamm Duenas,0
nm0358349,Joë Hamman,1883
nm0358390,Gustaf Hammarsten,1967
nm0358418,Jan Hammenecker,1968
nm0358567,Elaine Hammerstein,1894
nm0358585,Guido Hammesfahr,1968
nm0358615,Jane Hammill,0
nm0358653,C. Norman Hammond,1878
nm0358690,Fred Hammond,1961
nm0358697,Harriet Hammond,1899
nm0358723,Kay Hammond,1909
nm0358749,Nicholas Hammond,1950
nm0358772,Roger Hammond,1936
nm0358807,Cat Hammons,0
nm0358824,Rick Hammontree,0
nm0358925,Susan Hampshire,1937
nm0358988,Gladys Hampton,0
nm0358996,James Hampton,1936
nm0359035,Paul Hampton,1937
nm0359082,Andrew Hamrick,0
nm0359112,Sabri Saad El-Hamus,1957
nm0359129,Hayati Hamzaoglu,1933
nm0359151,Han Chiang,0
nm0359155,Eun-jin Han,1918
nm0359161,Han Hsieh,1922
nm0359171,Kwok-Choi Hon,1948
nm0359174,Langen Han,1909
nm0359181,Osman Han,1939
nm0359219,Hajime Hana,1930
nm0359222,Achako Hanabishi,0
nm0359226,Yuriko Hanabusa,1900
nm0359248,Ranko Hanai,1918
nm0359257,Ren Hanami,0
nm0359275,Kikuko Hanaoka,1910
nm0359302,Tokue Hanazawa,1911
nm0359304,Hiromi Hanazono,0
nm0359305,Tomoe Hanba,1972
nm0359329,Gönül Hanci,1955
nm0359331,Thierry Hancisse,1962
nm0359463,Freda Hand,0
nm0359496,Mahmure Handan,1915
nm0359550,Ruth Handforth,1882
nm0359552,Tracy Handfuss,0
nm0359566,Irene Handl,1901
nm0359577,Evan Handler,1961
nm0359618,Robert Handley,0
nm0359652,Marina Hands,1975
nm0359675,Holger Handtke,1968
nm0359715,Clarence Handyside,1854
nm0359728,Michael Hanegbi,1979
nm0359747,Danny Hanemann,0
nm0359836,Jules Hanft,1859
nm0359845,A.K. Hangal,1914
nm0359880,Cochin Hanifa,1951
nm0359894,Roger Hanin,1925
nm0359969,Larry Hankin,1937
nm0360028,Jim Hanks,1961
nm0360065,Chris Hanley,1953
nm0360203,Franklyn Hanna,1875
nm0360204,Gillian Hanna,1944
nm0360272,Bob Hannah,1939
nm0360405,Joseph Hannesschläger,1962
nm0360468,Chick Hannan,1901
nm0360543,Hanpu Liu,0
nm0360559,Michael Hanrahan,0
nm0360657,Ann-Mari Max Hansen,1949
nm0360673,Asta Hansen,1917
nm0360680,Benno Hansen,0
nm0360681,Benny Hansen,1944
nm0360784,Ewin Hansen,0
nm0360796,Gale Hansen,1959
nm0360814,Gunnar Hansen,1905
nm0360815,Gunnar Hansen,1947
nm0360856,Holger Juul Hansen,1924
nm0360922,Kate Hansen,1952
nm0361001,Max Hansen,1897
nm0361013,Monika Hansen,1942
nm0361090,Sverre Hansen,1919
nm0361308,Kai Kennet Hanson,1977
nm0361319,Lars Hanson,1886
nm0361331,Mark Hanson,0
nm0361438,John Hansson,0
nm0361458,Maud Hansson,1937
nm0361516,Gundu Hanumantha Rao,0
nm0361570,Jaromír Hanzlík,1948
nm0361579,Tomáš Hanák,1957
nm0361594,Hap-Wai Liu,0
nm0361660,Chisako Hara,1936
nm0361665,Hideko Hara,1959
nm0361667,Hisako Hara,1909
nm0361669,Izumi Hara,1905
nm0361676,Kensaku Hara,1906
nm0361677,Komako Hara,1910
nm0361696,Seishirō Hara,1904
nm0361697,Setsuko Hara,1920
nm0361705,Yasuyoshi Hara,1952
nm0361717,Daijirô Harada,1944
nm0361724,Itoko Harada,0
nm0361729,Kiwako Harada,1965
nm0361730,Kôshirô Harada,0
nm0361741,Tsutomu Harada,0
nm0361742,Ryûji Harada,1970
nm0361757,Yoshio Harada,1940
nm0361824,Clément Harari,1919
nm0361825,Kohava Harari,1941
nm0361851,Cezary Harasimowicz,1955
nm0361859,Mici Haraszti,1882
nm0361880,Karl Harbacher,1879
nm0361889,Hubert Harben,1878
nm0361945,Carl Harbord,1908
nm0362001,Kate Harcourt,1927
nm0362005,Miranda Harcourt,0
nm0362011,Thierry Harcourt,0
nm0362040,Penny Hardaway,1971
nm0362085,Ernest Harden Jr.,1952
nm0362180,Neil Hardin,1880
nm0362181,Russell Hardie,1904
nm0362186,Hardikar,0
nm0362199,Olinka Hardiman,1960
nm0362222,Jerry Hardin,1929
nm0362249,Ty Hardin,1930
nm0362393,Roger Harding,0
nm0362429,Kadeem Hardison,1965
nm0362443,Dave Hardman,1960
nm0362483,Édouard Hardoux,0
nm0362484,Cory Hardrict,1979
nm0362501,Harry Hardt,1899
nm0362506,Karin Hardt,1910
nm0362537,Dana Hardwick,0
nm0362543,Doug Hardwick,0
nm0362567,Cedric Hardwicke,1893
nm0362625,Elisabeth Hardy,1917
nm0362682,Jonathan Hardy,1940
nm0362766,Tom Hardy,1977
nm0362773,Walter Hardy,0
nm0362815,Lumsden Hare,1875
nm0362823,Robertson Hare,1891
nm0362827,Tery Hare,1951
nm0362873,David Harewood,1965
nm0362896,Corinna Harfouch,1954
nm0362904,Eirin Hargaut,0
nm0362938,Doris Hargrave,0
nm0362955,Amy Hargreaves,0
nm0363020,Haridas,0
nm0363023,Venmani Haridas,1946
nm0363039,Haranath,1936
nm0363060,Dominique Harispuru,0
nm0363196,Endre Harkányi,1934
nm0363202,Macey Harlam,1873
nm0363218,Kenneth Harlan,1895
nm0363227,Otis Harlan,1865
nm0363235,Veit Harlan,1899
nm0363434,Sylvia Harman,0
nm0363459,Lillian Harmer,1883
nm0363493,Deborah Harmon,1951
nm0363736,Gale Harold,1969
nm0363753,Ralf Harolde,1899
nm0364023,Elizabeth Harpur,0
nm0364028,Thorbjørn Harr,1974
nm0364058,Issa Harrath,0
nm0364172,Davyd Harries,1937
nm0364203,William Harrigan,1894
nm0364339,Peter Harrington,0
nm0364348,Richard Harrington,1975
nm0364420,Amah Harris,0
nm0364481,Blair Harris,1952
nm0364483,Bob Harris,1923
nm0364490,Brad Harris,1933
nm0364583,Danielle Harris,1977
nm0364680,Estelle Harris,1928
nm0364703,Gail Thackray,1964
nm0364716,Georgie Harris,1898
nm0364721,Gift Harris,0
nm0364739,Gregorio,0
nm0364813,Jared Harris,0
nm0364866,Joe Harris,1870
nm0364915,Julie Harris,1925
nm0364918,Julius Harris,1923
nm0365042,Marcia Harris,1868
nm0365092,Maurice Harris,0
nm0365107,Michael Harris,0
nm0365121,Mildred Harris,1901
nm0365271,Rolf Harris,1930
nm0365303,Sando Harris,1963
nm0365317,Sean Harris,1966
nm0365418,Vicky Harris,0
nm0365496,Ronnie Shark,1947
nm0365501,Bret Harrison,1982
