from_id,to_id,ordering,category
nm2706594,tt1620435,1,actress
nm5406822,tt1067185,3,actor
nm0613417,tt8291230,3,actor
nm1009207,tt5940514,7,actor
nm2807080,tt1419066,4,actress
nm0535576,tt0289677,10,actor
nm0392820,tt0218720,4,actor
nm0584119,tt0023635,8,actress
nm0706474,tt0263431,7,actor
nm4297068,tt1831726,6,actress
nm0065036,tt0248093,1,actor
nm0849100,tt0086061,3,actress
nm1513240,tt11505842,4,actor
nm12290442,tt38607784,3,actress
nm10331538,tt9448584,1,actor
nm0590907,tt1703814,3,actress
nm4581113,tt2016308,1,actor
nm10701897,tt29261625,4,actor
nm0383093,tt0060578,7,actress
nm1021083,tt9843172,1,actress
nm1244284,tt1158262,2,actress
nm1147706,tt6071862,2,actor
nm0000613,tt5164184,7,actress
nm0369906,tt0027065,10,actor
nm0254502,tt0021219,7,actor
nm0155856,tt0151471,1,actor
nm0681566,tt0103761,10,actor
nm0231873,tt6777260,3,actress
nm0759797,tt1822255,5,actor
nm0809050,tt0195628,2,actress
nm0743745,tt32812866,2,actor
nm0547964,tt7829978,5,actress
nm2016867,tt0479804,7,actor
nm0245026,tt0757218,6,actor
nm7443364,tt33741205,2,actor
nm0721823,tt2002822,9,actor
nm0322334,tt0041670,8,actor
nm3101042,tt2848776,1,actress
nm0295605,tt0198531,6,actor
nm1523871,tt0320129,6,actor
nm13298849,tt16288228,8,actress
nm7975072,tt5524892,8,actress
nm0750294,tt22330700,4,actor
nm0474876,tt4694126,1,actor
nm3373988,tt13388966,1,actor
nm8360781,tt5965390,9,actress
nm6340557,tt7216352,1,actor
nm2802279,tt4474610,9,actor
nm4863924,tt22503500,3,actress
nm0997290,tt0287975,11,actress
nm2850992,tt32496723,6,actor
nm8333798,tt5932634,5,actor
nm0947746,tt0050604,17,actress
nm0157297,tt0443530,10,actor
nm1235585,tt14412536,1,actress
nm3951051,tt1671509,3,actor
nm1559072,tt0399323,10,actor
nm0784292,tt11732498,2,actress
nm0049504,tt0072242,7,actor
nm7793787,tt30840535,8,actor
nm15623954,tt38651661,3,actress
nm0012543,tt0419181,5,actress
nm0619779,tt0253690,2,actor
nm5794898,tt6035292,5,actor
nm0004647,tt0075619,1,actress
nm0832672,tt0091783,6,actor
nm10076770,tt42558294,1,actress
nm0377750,tt0098230,5,actor
nm0788954,tt0082823,9,actress
nm0291610,tt0070329,1,actress
nm0572965,tt11366736,7,actress
nm1533606,tt0230027,2,actress
nm4923289,tt12750040,8,actress
nm0143030,tt0066896,10,actor
nm0330417,tt0168195,6,actor
nm1814287,tt0139213,7,actor
nm0395964,tt0014554,8,actor
nm13601658,tt1425625,2,actor
nm0855092,tt43201279,7,actress
nm12863436,tt15266936,10,actress
nm0265551,tt0014575,2,actress
nm1731637,tt0425528,1,actor
nm0179456,tt0116403,3,actress
nm0682595,tt0023724,10,actor
nm0694066,tt0123324,10,actor
nm0345881,tt0087195,2,actress
nm0548987,tt0010878,5,actor
nm0474206,tt0466017,7,actor
nm0430825,tt14063356,5,actor
nm0396086,tt0204612,5,actor
nm0620060,tt35617527,1,actress
nm0631923,tt0135682,2,actor
nm12940709,tt15432764,7,actor
nm0768178,tt0031465,10,actor
nm2807806,tt0152724,1,actress
nm7400207,tt4588950,10,actor
nm0779507,tt0045191,3,actress
nm0095934,tt0279653,7,actor
nm0612875,tt0493557,6,actor
nm10150391,tt9049178,2,actor
nm0790208,tt0097797,6,actor
nm10220092,tt20453900,3,actress
nm5216035,tt2336572,6,actor
nm7730589,tt29602350,2,actor
nm0590452,tt0169788,1,actress
nm2281645,tt0343850,9,actress
nm0055115,tt2649152,3,actor
nm6059613,tt3469718,1,actor
nm0904076,tt0180923,8,actor
nm4342213,tt2370548,6,actor
nm17573248,tt37878581,4,actor
nm1455458,tt0353481,9,actor
nm1368824,tt0380020,5,actress
nm0471961,tt0131988,8,actress
nm0546381,tt0298099,10,actor
nm0623170,tt26754101,9,actor
nm0174121,tt0194508,9,actor
nm1959207,tt1783285,1,actor
nm1120074,tt0307066,10,actor
nm17923481,tt39050638,9,actor
nm0015000,tt0355374,4,actor
nm0323845,tt0113033,4,actor
nm0122536,tt0140560,7,actor
nm6423834,tt0318275,10,actor
nm1066795,tt1343108,9,actor
nm7270573,tt3634940,9,actor
nm0510857,tt1342418,1,actress
nm5116278,tt2221952,3,actor
nm9499786,tt35677389,1,actress
nm0451422,tt0926037,2,actor
nm15973834,tt31937670,9,actor
nm15860375,tt31461052,2,actor
nm0893147,tt0247203,6,actor
nm4446366,tt3569762,4,actor
nm2625586,tt2333998,3,actress
nm0588322,tt0043105,8,actress
nm9328188,tt7449882,3,actor
nm3349461,tt7853242,10,actor
nm0243257,tt0118877,4,actress
nm0063142,tt3893390,9,actress
nm0471457,tt0268252,7,actor
nm18162612,tt39404502,7,actress
nm0073906,tt0017833,2,actress
nm1785054,tt1514834,2,actress
nm0615617,tt0030726,9,actor
nm0495075,tt5617666,2,actress
nm0259831,tt27524700,5,actor
nm16651541,tt15364944,8,actress
nm14137921,tt21287452,6,actor
nm5094296,tt0096082,8,actor
nm18389613,tt41606816,5,actress
nm6668284,tt6049106,10,actor
nm1193571,tt12471044,2,actor
nm5794019,tt34451540,9,actor
nm1591900,tt0006563,14,actor
nm4489939,tt38776602,1,actor
nm0609349,tt8539838,2,actress
nm6500599,tt9052122,9,actor
nm0158804,tt0389145,1,actress
nm5155655,tt2259968,5,actor
nm0685677,tt0089537,6,actor
nm0938220,tt0221831,4,actress
nm1179703,tt0347622,1,actor
nm0000628,tt1922685,6,actor
nm8851643,tt5906418,9,actor
nm7513073,tt21210052,3,actress
nm0069783,tt0459924,5,actor
nm0342574,tt1198196,8,actress
nm0548402,tt0006881,2,actress
nm4453310,tt6458228,1,actor
nm1558082,tt0400172,9,actor
nm0955535,tt0093592,8,actor
nm3044254,tt42829115,4,actress
nm8529783,tt11990446,7,actress
nm0595477,tt0273743,7,actress
nm0017376,tt0165616,1,actor
nm13832291,tt16244198,5,actress
nm1655798,tt0900946,10,actress
nm5249683,tt1039913,9,actress
nm3531655,tt21220802,6,actress
nm0744776,tt0493451,5,actress
nm4731843,tt27042866,6,actor
nm1970996,tt0209100,8,actress
nm2634803,tt6156270,10,actor
nm0094726,tt0209045,10,actor
nm9744725,tt8936598,7,actress
nm0901689,tt17046528,7,actor
nm0015128,tt0223335,3,actress
nm8085882,tt5596278,9,actor
nm8909430,tt6711650,6,actor
nm2786233,tt21635458,8,actor
nm0078077,tt0157939,4,actor
nm0001765,tt0067893,10,actor
nm8678838,tt19882592,10,actor
nm7819640,tt5299508,3,actor
nm0694884,tt0156336,9,actor
nm0103567,tt0028373,3,actress
nm3206420,tt31169484,6,actor
nm3543052,tt2516698,1,actress
nm6723440,tt3980736,9,actor
nm17526320,tt37680382,1,actor
nm0260705,tt0017752,7,actor
nm0343472,tt34386697,5,actor
nm0462182,tt11771396,6,actor
nm3607286,tt2004419,8,actress
nm0681428,tt0062073,6,actor
nm6315978,tt2368056,8,actor
nm4327381,tt36942292,4,actor
nm3621430,tt0443630,5,actress
nm0464880,tt0253783,3,actor
nm0147923,tt12567008,2,actor
nm0021718,tt0289691,1,actor
nm3756931,tt0197110,5,actor
nm9907106,tt27497231,6,actor
nm0372961,tt16530606,6,actress
nm2528433,tt1152282,6,actor
nm0455373,tt0026778,6,actor
nm7922717,tt15482570,8,actor
nm16156199,tt12262834,2,actor
nm10532360,tt18352012,8,actress
nm0354878,tt0006763,6,actor
nm0284921,tt0179906,2,actor
nm0703317,tt0181997,10,actress
nm0784292,tt14230590,3,actress
nm1467998,tt2786098,8,actor
nm0329832,tt0035741,1,actor
nm0543611,tt4739074,4,actress
nm0009530,tt10608464,3,actor
nm0880956,tt0217520,1,actor
nm10456317,tt38528029,2,actor
nm0172615,tt0045534,6,actor
nm1324246,tt1720254,9,actress
nm1102301,tt0872029,8,actor
nm1315893,tt10915606,3,actress
nm0051784,tt21147728,5,actor
nm5140554,tt2024542,8,actress
nm14212210,tt0396476,9,actor
nm0266182,tt8796930,4,actor
nm0760618,tt34864167,1,actress
nm3224006,tt1037133,8,actor
nm2826638,tt6210874,9,actor
nm3695548,tt1546005,4,actress
nm0008801,tt6033908,9,actress
nm1002596,tt0180678,9,actor
nm0002347,tt1692098,6,actress
nm0596674,tt0211419,3,actor
nm6246929,tt3523068,2,actress
nm1141223,tt23557264,1,actress
nm1479650,tt7469726,5,actor
nm0164583,tt0325476,2,actress
nm0036544,tt6273924,9,actor
nm5496765,tt10176540,10,actor
nm1138115,tt0385720,3,actor
nm12360843,tt23752958,6,actress
nm12638771,tt13938054,4,actor
nm4572244,tt1997455,5,actress
nm13652373,tt3592082,10,actor
nm4792968,tt35270475,4,actor
nm0644539,tt0285853,1,actress
nm0576912,tt0023365,6,actor
nm15660149,tt14670524,5,actor
nm4295799,tt1715316,8,actress
nm0020401,tt0377071,1,actor
nm0000200,tt1160996,3,actor
nm9202315,tt0373114,5,actor
nm0398300,tt0014268,1,actor
nm0247982,tt1051817,3,actress
nm7390393,tt0319540,4,actress
nm0581118,tt1753865,4,actor
nm2289257,tt9868996,2,actor
nm1559782,tt2373634,9,actor
nm0140852,tt0063219,11,actress
nm6320183,tt4479190,1,actor
nm0212896,tt1810801,1,actor
nm0079021,tt0192400,8,actress
nm2804095,tt0923985,6,actress
nm0013028,tt2637582,1,actress
nm0001560,tt0233418,4,actress
nm0222983,tt0430788,7,actress
nm1519727,tt2852458,5,actor
nm6996474,tt15793278,6,actor
nm0010704,tt0172573,3,actor
nm0559609,tt0906562,5,actor
nm10144920,tt31099731,9,actor
nm0553273,tt0023859,5,actor
nm0486904,tt8250522,6,actress
nm1325178,tt0482285,6,actor
nm0297845,tt31174263,1,actress
nm2304519,tt0820074,3,actor
nm9716363,tt8174958,6,actor
nm0686375,tt0078445,3,actor
nm5671840,tt33052103,3,actor
nm1064240,tt27451688,2,actor
nm0041869,tt0094123,6,actor
nm0001396,tt0265307,2,actor
nm3988831,tt9248052,6,actor
nm0353198,tt0091989,8,actor
nm0319268,tt0030375,1,actress
nm0438596,tt0221635,5,actress
nm11352161,tt31529939,7,actor
nm3985082,tt3901944,8,actor
nm0212962,tt39333255,6,actor
nm1420268,tt0203792,10,actor
nm8240599,tt5833114,5,actress
nm0480956,tt0301734,10,actress
nm1773400,tt0287583,4,actress
nm0593192,tt0075230,9,actor
nm12202002,tt1192617,5,actor
nm0128880,tt0144426,1,actress
nm1218518,tt1668101,3,actor
nm16541632,tt39151386,5,actress
nm6969592,tt3886454,1,actress
nm0038375,tt6541610,5,actress
nm0492297,tt0087528,2,actress
nm1919991,tt0460571,7,actor
nm2133251,tt16364986,5,actor
nm0044318,tt0324208,2,actor
nm0098045,tt0210631,3,actor
nm10738951,tt20722344,7,actor
nm0958590,tt0097497,3,actor
nm0615965,tt0351259,4,actress
nm6344180,tt29001631,9,actress
nm2851289,tt1468325,4,actor
nm1194778,tt23843536,4,actress
nm0375264,tt5015534,8,actor
nm3110887,tt26919857,10,actor
nm14184251,tt0156130,7,actress
nm0496968,tt0198631,1,actor
nm9124190,tt15079788,1,actress
nm0432721,tt0258287,6,actor
nm13472453,tt19372162,4,actress
nm0583183,tt0159676,9,actor
nm10452768,tt36981506,4,actor
nm0799982,tt0032261,3,actor
nm4788627,tt13655618,6,actress
nm17639840,tt38077001,2,actor
nm12365213,tt16280138,5,actor
nm5418290,tt2606614,10,actress
nm1356757,tt6464360,3,actor
nm0287841,tt0019936,8,actress
nm0202516,tt0422691,3,actor
nm1949076,tt28104012,4,actor
nm2464455,tt0220748,8,actor
nm3203778,tt1326940,7,actress
nm0625621,tt21642468,3,actor
nm9757612,tt27004148,1,actress
nm5569662,tt8610850,1,actress
nm0188439,tt1389500,7,actor
nm0288914,tt0061140,8,actor
nm0304223,tt0205108,5,actor
nm0418212,tt0154669,8,actor
nm0883965,tt2121787,2,actress
nm0119913,tt15062588,8,actress
nm2181523,tt0095095,7,actress
nm1149188,tt11639570,1,actor
nm9418363,tt7632870,4,actor
nm0064040,tt6668220,9,actor
nm2200991,tt0436262,9,actress
nm1421767,tt4327470,7,actor
nm16981863,tt35663108,4,actor
nm0056436,tt5212860,6,actress
nm0350627,tt0282738,7,actor
nm2322250,tt15304756,5,actor
nm0197386,tt0070273,6,actor
nm0187649,tt0077276,8,actor
nm2433224,tt3121434,5,actress
nm0160871,tt3461460,8,actor
nm12841508,tt15220810,4,actor
nm2757187,tt0329218,3,actress
nm4469142,tt2961768,2,actress
nm1334412,tt0036004,10,actor
nm0902281,tt0068454,8,actress
nm5448362,tt23803134,9,actress
nm6889265,tt12670810,9,actress
nm6758390,tt4024956,1,actress
nm0415085,tt0047024,6,actor
nm7365951,tt2739846,4,actor
nm0297885,tt32446009,3,actor
nm1516986,tt7561986,7,actor
nm0283737,tt0014162,6,actor
nm7731673,tt6025806,5,actor
nm2794335,tt9626774,4,actor
nm2535064,tt9637754,7,actress
nm0864458,tt6125690,7,actor
nm0077681,tt0307116,5,actor
nm3732209,tt1560776,2,actor
nm3817696,tt10476444,2,actor
nm11382569,tt7059770,6,actor
nm1355048,tt0454948,6,actress
nm3343329,tt7493472,5,actor
nm1422693,tt35091739,2,actor
nm5587684,tt6313044,2,actor
nm0809818,tt2210983,9,actress
nm0006762,tt0106206,9,actor
nm1123516,tt0265495,10,actor
nm0704157,tt0474574,7,actor
nm3017660,tt7635036,6,actor
nm2973216,tt26442201,2,actor
nm0567564,tt0065641,8,actor
nm0433598,tt0107307,4,actor
nm0297805,tt0314653,9,actor
nm0994324,tt4383104,3,actor
nm4103924,tt11318466,2,actor
nm0543970,tt0198442,3,actor
nm15119114,tt28586257,1,actor
nm15474619,tt37263762,6,actor
nm12800266,tt15138130,7,actress
nm8972134,tt27636469,4,actor
nm3280150,tt1356806,5,actor
nm3041313,tt5714322,7,actor
nm0045284,tt27658891,5,actress
nm0954658,tt30180830,4,actor
nm0001803,tt3647784,1,actor
nm0316390,tt3622332,7,actor
nm5863295,tt3096442,7,actress
nm2783697,tt31938694,9,actor
nm0463803,tt0331875,4,actress
nm1078045,tt21843638,7,actress
nm0474855,tt2530482,4,actor
nm0001180,tt0066460,3,actress
nm1764579,tt2103204,8,actor
nm1521145,tt1813774,8,actor
nm0855722,tt0056507,6,actor
nm0836742,tt0902283,7,actress
nm0806165,tt0241470,4,actress
nm6040987,tt11122316,1,actress
nm5627697,tt5743750,3,actor
nm0044600,tt1459979,1,actress
nm5697682,tt2569800,11,actor
nm0616133,tt0100909,4,actress
nm6641975,tt3877230,4,actress
nm1897599,tt11790238,3,actress
nm8252419,tt11040970,7,actor
nm5765981,tt13130024,6,actress
nm0368836,tt0189485,3,actor
nm4006294,tt14630666,2,actor
nm0926919,tt0085843,6,actor
nm6956432,tt30319555,9,actress
nm4431289,tt1909808,6,actress
nm2647420,tt4557998,7,actress
nm0193232,tt0030090,5,actor
nm18152659,tt2724514,5,actor
nm0505949,tt0815244,9,actor
nm0730635,tt0132384,7,actor
nm0181902,tt0289455,5,actor
nm4347777,tt3180424,8,actress
nm2396944,tt10449310,2,actor
nm0645459,tt5356322,4,actress
nm3286592,tt30787657,6,actor
nm0259799,tt0084171,3,actress
nm1003962,tt39555286,6,actor
nm0786800,tt0053582,8,actress
nm5701922,tt2948254,10,actor
nm4873246,tt1808331,8,actor
nm0211715,tt0059456,1,actress
nm8638796,tt6324856,6,actress
nm7652984,tt5112932,3,actor
nm2810461,tt1147506,4,actress
nm1166977,tt2087853,1,actor
nm4484460,tt1472541,10,actress
nm7989345,tt5539488,4,actor
nm1365343,tt35933404,8,actress
nm1747807,tt5306676,1,actor
nm0309493,tt0171208,1,actor
nm3061507,tt1151451,9,actress
nm0130117,tt0089896,7,actress
nm1045141,tt0411089,8,actor
nm5222024,tt2343582,9,actor
nm3991537,tt5995040,2,actor
nm5485297,tt8803252,6,actor
nm0510528,tt21978634,5,actor
nm0189934,tt8514690,8,actress
nm1095570,tt0167376,5,actor
nm0005438,tt0125678,7,actor
nm5010011,tt1617190,9,actress
nm0621937,tt7320198,6,actor
nm1915750,tt34996428,6,actress
nm1019329,tt0242325,4,actor
nm0138601,tt0035468,9,actor
nm15012967,tt27907897,1,actress
nm5946859,tt12273854,3,actress
nm5054105,tt2401725,6,actress
nm0413055,tt21392984,9,actor
nm0451425,tt0440044,4,actor
nm0490702,tt0402378,3,actress
nm2688341,tt1051815,1,actress
nm0440229,tt0115493,2,actor
nm2255441,tt21034738,3,actor
nm1477403,tt5884904,3,actress
nm0310272,tt0199751,3,actress
nm0387390,tt1450672,6,actor
nm0370677,tt0190641,26,actress
nm0555475,tt6353374,5,actor
nm15423511,tt27722566,7,actor
nm10293946,tt9361890,3,actress
nm3935161,tt6665464,8,actress
nm0259816,tt0031641,2,actor
nm1980434,tt0075133,7,actor
nm0109669,tt0022673,10,actor
nm0908729,tt0097800,10,actress
nm5755107,tt2746176,10,actor
nm0466581,tt0378178,1,actress
nm9023933,tt8943108,2,actor
nm6263499,tt30720474,6,actor
nm0000168,tt2120176,2,actor
nm7756070,tt9766610,2,actress
nm1874500,tt4156646,9,actor
nm6064633,tt3311870,2,actor
nm0363218,tt0009159,4,actor
nm5439598,tt1986148,10,actor
nm2202409,tt1603463,8,actor
nm0266751,tt0144754,4,actress
nm2732934,tt1316086,8,actress
nm0005169,tt0035423,5,actress
nm18199036,tt43099524,2,actor
nm0215668,tt0060199,7,actress
nm0468699,tt8423696,2,actress
nm15082747,tt7275116,6,actress
nm0176444,tt15260940,1,actor
nm11893849,tt13081062,3,actor
nm10964311,tt10921436,6,actress
nm1214637,tt0430097,2,actor
nm5223771,tt1837683,8,actress
nm1867662,tt8220150,4,actress
nm4684480,tt2081257,7,actor
nm7504215,tt33796237,2,actor
nm0807018,tt0171742,7,actor
nm14339087,tt24360190,1,actress
nm2806142,tt1122587,1,actress
nm0953476,tt0212107,6,actor
nm0268854,tt0252906,1,actress
nm0000090,tt0056933,4,actor
nm9744504,tt13587506,6,actress
nm14065572,tt9165526,4,actress
nm4424260,tt39368183,5,actress
nm0620546,tt0320392,2,actress
nm0219947,tt0250413,1,actress
nm0797531,tt0039344,2,actress
nm4618610,tt6828736,10,actor
nm1069640,tt0369607,9,actress
nm0190217,tt0345623,6,actor
nm1288136,tt0414144,9,actor
nm5644563,tt2870892,8,actor
nm0096941,tt0123331,3,actress
nm3528074,tt1482171,8,actor
nm0748252,tt15834708,7,actress
nm8062320,tt2622130,10,actress
nm14096891,tt28260355,5,actor
nm2678799,tt1045857,3,actress
nm0014102,tt0261956,1,actor
nm0225921,tt0395296,1,actor
nm0586482,tt0083004,8,actor
nm2099350,tt0902292,1,actor
nm1293170,tt1969991,10,actor
nm0628731,tt0111066,4,actress
nm0835738,tt0024135,1,actor
nm0667805,tt0782067,6,actor
nm8684757,tt21397766,2,actor
nm0127406,tt6085412,3,actress
nm3303302,tt1163852,10,actress
nm7135047,tt3864538,8,actress
nm1782502,tt2016168,1,actor
nm0606154,tt5364968,8,actor
nm16540658,tt4007368,2,actor
nm5405440,tt15514498,10,actress
nm5897725,tt4745772,5,actor
nm6614792,tt22857036,2,actress
nm3147686,tt0258127,9,actor
nm9161520,tt10005692,10,actor
nm11432327,tt32880193,1,actor
nm0704999,tt0109518,9,actor
nm3258941,tt4423496,1,actor
nm0045784,tt0029136,8,actor
nm1516058,tt8157072,2,actor
nm8555857,tt5236920,4,actor
nm0761212,tt0070351,2,actress
nm0103854,tt0034361,10,actor
nm1166883,tt0251145,1,actress
nm2319735,tt2137381,9,actor
nm0682302,tt0116311,2,actor
nm7023533,tt4154518,8,actress
nm7462382,tt9750288,1,actor
nm3568307,tt0157943,8,actor
nm0079490,tt0017700,1,actor
nm1438568,tt0430780,3,actor
nm2902643,tt0080963,10,actor
nm0760906,tt0418925,9,actress
nm7703253,tt12679044,6,actor
nm8679488,tt3181588,7,actor
nm0623605,tt0089181,1,actor
nm0038167,tt2265535,1,actor
nm0559329,tt0469987,9,actor
nm2861474,tt1107855,1,actor
nm17578735,tt38781763,1,actor
nm9711972,tt36957913,8,actress
nm0094652,tt0323371,6,actor
nm0410965,tt9637640,8,actor
nm1221893,tt0337177,10,actress
nm8892221,tt6724852,2,actress
nm0087339,tt0059778,7,actor
nm8893531,tt0111290,9,actor
nm0948876,tt0241563,13,actress
nm2799330,tt38028482,8,actress
nm0621066,tt5782230,4,actor
nm3382815,tt1411781,4,actress
nm0510737,tt0184302,8,actor
nm13698303,tt20564540,8,actor
nm5280144,tt14183110,2,actor
nm0667805,tt0078521,4,actor
nm0046459,tt0078040,9,actor
nm0838412,tt0033921,7,actor
nm0370035,tt2056520,5,actor
nm0286097,tt1547471,9,actress
nm0002118,tt0013956,1,actor
nm0002231,tt0061636,2,actor
nm2358691,tt0365571,4,actress
nm0476433,tt0198856,5,actress
nm10146991,tt18691722,9,actor
nm6593837,tt5889204,9,actor
nm2691251,tt0408247,7,actor
nm1548045,tt0396511,5,actor
nm2719773,tt1175683,4,actor
nm7932568,tt5475078,2,actress
nm5055764,tt2153518,3,actor
nm2480770,tt0427698,2,actress
nm1722434,tt0424472,10,actor
nm1547989,tt1712563,2,actress
nm0000125,tt0097328,1,actor
nm3324272,tt3924144,2,actor
nm5543898,tt7298590,9,actor
nm0951793,tt0829326,8,actor
nm1279296,tt15463592,2,actor
nm1834115,tt3322940,2,actress
nm0168007,tt0089558,11,actor
nm2414174,tt28101189,7,actor
nm0393818,tt0004654,5,actor
nm17876566,tt38934589,1,actor
nm0476483,tt1616547,3,actress
nm0794388,tt8793472,1,actress
nm6134397,tt26654281,3,actor
nm0646583,tt0342458,1,actor
nm14603548,tt26625686,8,actor
nm14433618,tt25541890,5,actress
nm0420459,tt18260148,5,actor
nm3816509,tt5257458,1,actor
nm2036315,tt0480256,10,actress
nm0223380,tt0292916,6,actress
nm0599668,tt0059863,3,actress
nm0146400,tt2516990,1,actress
nm0241717,tt2370132,2,actor
nm0913880,tt0348226,10,actor
nm0870275,tt0077855,8,actress
nm1485940,tt5860852,3,actor
nm0657760,tt6544220,2,actress
nm0722598,tt2979366,7,actor
nm0667236,tt0173449,9,actor
nm0864191,tt38689979,2,actor
nm0610065,tt0201971,6,actress
nm0004951,tt0119188,7,actor
nm1499613,tt13079150,8,actress
nm0470292,tt0091751,7,actress
nm0592491,tt0464665,1,actor
nm0474938,tt0269806,6,actress
nm5598465,tt15010814,9,actor
nm0015167,tt0318447,4,actress
nm0099815,tt0030667,4,actor
nm0635091,tt0124666,6,actress
nm5212769,tt2335392,6,actor
nm1014554,tt1496767,2,actress
nm0382104,tt0962757,7,actor
nm0372280,tt6689006,2,actress
nm3169415,tt2181006,2,actress
nm1821485,tt0098332,8,actor
nm3387692,tt1512272,5,actor
nm0255678,tt0080816,3,actress
nm11072195,tt11156654,1,actor
nm0903904,tt0251249,1,actor
nm0002148,tt0108119,3,actress
nm0382432,tt0036885,7,actress
nm0592759,tt12452430,6,actress
nm2511828,tt7271236,3,actress
nm0890398,tt0125061,7,actor
nm0787430,tt5359928,2,actor
nm0328964,tt0250721,6,actor
nm7023252,tt9415058,6,actor
nm8187318,tt5775038,5,actor
nm0258899,tt11465600,3,actor
nm0557904,tt4663694,7,actor
nm0553036,tt0492896,10,actress
nm5471331,tt10631206,5,actress
nm0265327,tt0178919,9,actor
nm1049183,tt2641706,6,actor
nm6170424,tt28183959,5,actor
nm8251207,tt14901052,3,actress
nm1040436,tt34883756,3,actor
nm5026695,tt0214958,10,actor
nm0620168,tt0066031,5,actor
nm1719985,tt0232297,10,actress
nm1269796,tt0190615,5,actor
nm2109603,tt2385145,6,actor
nm0433209,tt11343320,6,actor
nm16759447,tt14576898,1,actor
nm1465871,tt2817118,8,actor
nm9194120,tt0401786,7,actor
nm0702128,tt0162355,9,actor
nm4391425,tt0442027,3,actress
nm0511599,tt0028056,2,actor
nm0063224,tt10687576,7,actor
nm2077330,tt0487071,4,actress
nm1405303,tt0464027,10,actor
nm9026922,tt27434192,2,actor
nm5917883,tt3158622,3,actress
nm0846616,tt0405025,5,actress
nm0242493,tt1196668,7,actor
nm2702152,tt1075368,4,actress
nm0798827,tt0177763,4,actor
nm0854093,tt0136691,4,actor
nm0596807,tt0085220,2,actress
nm3360529,tt8396096,3,actor
nm9092541,tt7068512,2,actress
nm4279193,tt1959518,2,actress
nm0411697,tt25177016,5,actor
nm10861645,tt0145327,4,actress
nm0415199,tt0197422,5,actor
nm0003784,tt12203780,1,actor
nm0672776,tt0066746,7,actress
nm0729991,tt0018513,9,actor
nm2117186,tt0071516,10,actor
nm0255827,tt0013507,6,actress
nm0668702,tt8002382,8,actor
nm12062260,tt35485952,2,actress
nm0085407,tt2820852,9,actor
nm1273427,tt0198966,9,actor
nm9357486,tt7533402,4,actor
nm0415549,tt0247907,4,actor
nm18239201,tt40044621,5,actor
nm10942580,tt7035004,10,actress
nm0760176,tt0042835,10,actor
nm1816626,tt1621179,1,actress
nm2992058,tt7002774,1,actress
nm3956066,tt3715208,6,actress
nm4775754,tt2112924,5,actor
nm0430786,tt0071307,8,actor
nm16646262,tt34177724,4,actor
nm0917871,tt0281339,3,actor
nm0638751,tt0073348,2,actor
nm1244774,tt0104106,2,actor
nm0483130,tt0022573,6,actor
nm6236857,tt3484466,2,actor
nm11730985,tt15829474,7,actress
nm1002390,tt0494894,4,actress
nm5024497,tt8975534,6,actor
nm1984346,tt7910770,2,actress
nm0657734,tt2426266,5,actress
nm0636113,tt0038712,4,actor
nm4369161,tt0490244,9,actor
nm0125588,tt1142804,10,actress
nm7727426,tt3012340,8,actor
nm7514435,tt7458216,6,actress
nm14796428,tt0078402,1,actor
nm1961314,tt0466843,11,actor
nm11832350,tt31392147,1,actor
nm1866015,tt1422623,4,actor
nm1816139,tt0953375,1,actor
nm0636444,tt0050102,3,actress
nm1945913,tt6135036,3,actress
nm0838517,tt0271468,2,actress
nm9299524,tt7236048,4,actor
nm1386260,tt0473397,1,actor
nm0292077,tt0059334,3,actor
nm0117815,tt6107468,2,actress
nm0097845,tt10515228,4,actress
nm15638047,tt30575037,9,actress
nm0524532,tt0261093,3,actress
nm4476621,tt1943004,5,actor
nm4900660,tt2130141,4,actor
nm0398934,tt0194564,7,actress
nm8766814,tt6647036,4,actor
nm0907438,tt0362223,4,actress
nm13673283,tt20256624,5,actress
nm9987536,tt7759670,1,actress
nm1280409,tt22766264,1,actress
nm1205067,tt0465494,7,actor
nm6205366,tt1286746,10,actor
nm0012888,tt0113368,5,actor
nm6214270,tt28192920,2,actor
nm0295037,tt0119780,7,actor
nm2891961,tt0082003,5,actor
nm1040925,tt0295576,4,actor
nm3927701,tt18349514,1,actor
nm11358603,tt11807190,3,actor
nm0411714,tt7353326,5,actress
nm11226166,tt11497834,3,actress
nm0351857,tt0054970,3,actor
nm1357414,tt0454824,10,actor
nm0869064,tt0228307,8,actor
nm18331138,tt40723988,1,actor
nm0648619,tt29464977,6,actress
nm0070122,tt1437813,1,actor
nm1828919,tt0127824,5,actor
nm7865907,tt15276056,1,actress
nm0047237,tt0008143,4,actor
nm1814303,tt0443686,9,actor
nm0582773,tt0181301,4,actor
nm0462676,tt0049204,6,actor
nm0131206,tt0126452,2,actor
nm2001941,tt3059702,8,actor
nm0104197,tt0279428,3,actor
nm1113658,tt3514800,1,actress
nm0766376,tt1521232,3,actor
nm12974212,tt7213362,5,actor
nm0785573,tt0096379,12,actor
nm0055152,tt0192246,1,actress
nm1336844,tt0405055,6,actress
nm6170426,tt28518383,5,actor
nm3985475,tt3442778,3,actor
nm0336770,tt0017774,4,actor
nm6010904,tt2175902,7,actor
nm0023140,tt0050672,5,actor
nm0297838,tt0067503,3,actress
nm5820991,tt0120186,8,actor
nm1188608,tt0322333,5,actress
